,id,full_text,tokens,date,sentiment
400524,1255857317939154946,"@GovStitt Hokkaido’s governor decided to ease social restrictions. Compliance with limits on social interaction after weeks of sequestering was harder this time. Within a month, Hokkaido’s new COVID-19 infections jumped by 80%, and the governor had to reinstate lockdown policies.","['hokkaidos', 'governor', 'decided', 'ease', 'social', 'restrictions', 'compliance', 'limits', 'social', 'interaction', 'weeks', 'sequestering', 'harder', 'time', 'within', 'month', 'hokkaidos', 'new', 'covid19', 'infections', 'jumped', '80', 'governor', 'reinstate', 'lockdown', 'policies']",2020-04-30,0.025757575757575
1387185,1245287054977761281,Facebook wants you to help your neighbours during coronavirus lockdown,"['facebook', 'wants', 'help', 'neighbours', 'coronavirus', 'lockdown']",2020-04-01,0.2
861437,1222198309256716288,"Wonder how the #coronavirus stricken city of Wuhan looks on lockdown. Here is the aerial view👇👇👇

Credit: 联盟营地","['wonder', 'coronavirus', 'stricken', 'city', 'wuhan', 'looks', 'lockdown', 'aerial', 'view', 'credit', '联盟营地']",2020-01-28,0.0
1031503,1238219899480219650,"#BreakingNews #COVID19 #Belgium #StateOfEmergency 
Complete lockdown like  closure as of Monday until April 4th, restaurants, cafés closed.Strongest recommendation to avoid unnecessary travel  will get worse before it can get better!","['breakingnews', 'covid19', 'belgium', 'stateofemergency', 'complete', 'lockdown', 'like', 'closure', 'monday', 'april', '4th', 'restaurants', 'cafés', 'closedstrongest', 'recommendation', 'avoid', 'unnecessary', 'travel', 'get', 'worse', 'get', 'better']",2020-03-12,-0.018750000000000003
859175,1221899793108295681,"Am I the only one terrified of this Coronavirus? They’re tryna building multi bed hospitals in a matter of weeks and attempting to quarantine a city, bitch something not adding up.","['one', 'terrified', 'coronavirus', 'theyre', 'tryna', 'building', 'multi', 'bed', 'hospitals', 'matter', 'weeks', 'attempting', 'quarantine', 'city', 'bitch', 'something', 'adding']",2020-01-27,0.0
1282731,1243460120664854529,Absolutely ace!🎉🚗💨🚙💨🚐💨🥳 Happy Birthday Katie and to everyone celebrating a special day during #SocialDistancing #SelfIsolation #Covid19 Good friends are everything💜👨🏼‍🤝‍👨🏻💚👩🏻‍🤝‍👨🏼🧡👩🏻‍🤝‍👩🏼💙👩🏼‍🤝‍👩🏻💛,"['absolutely', 'ace', 'happy', 'birthday', 'katie', 'everyone', 'celebrating', 'special', 'day', 'socialdistancing', 'selfisolation', 'covid19', 'good', 'friends', 'everything']",2020-03-27,0.514285714285714
816497,1261934382165766145,RT @radiogoldsmith: Introducing the cuddle curtain #lockdown #COVID19 #,"['rt', 'introducing', 'cuddle', 'curtain', 'lockdown', 'covid19']",2020-05-17,0.0
301040,1253271218712727552,"Wasted son with #lockdown toothache tells mum ""I'll chop you into little pieces you *@!$!"" #domesticviolence #covid19 #londonlockdown","['wasted', 'son', 'lockdown', 'toothache', 'tells', 'mum', 'ill', 'chop', 'little', 'pieces', 'domesticviolence', 'covid19', 'londonlockdown']",2020-04-23,-0.246484375
1326438,1244986754450575360,"Footage of all of us when we come out #lockdown...
 #COVID19 #Coronavirustruth 
#horny #gays #LGBTQuarantine","['footage', 'us', 'come', 'lockdown', 'covid19', 'coronavirustruth', 'horny', 'gays', 'lgbtquarantine']",2020-03-31,0.0
423947,1255448863546265602,"📍 Preventing #COVID19 at workplaces

➡️Make sure your workplace is clean and; hygienic
➡️ Regularly disinfect surfaces
➡️ Promote regular handwashing by employees

#IndiaFightsCorona #StayAtHome🏡
#FightAgainstCorona","['preventing', 'covid19', 'workplaces', 'make', 'sure', 'workplace', 'clean', 'hygienic', 'regularly', 'disinfect', 'surfaces', 'promote', 'regular', 'handwashing', 'employees', 'indiafightscorona', 'stayathome', 'fightagainstcorona']",2020-04-29,0.216666666666666
904901,1226847888887701504,"TIME: UK Says It Can Forcibly Quarantine People With Coronavirus.


via @GoogleNews","['time', 'uk', 'says', 'forcibly', 'quarantine', 'people', 'coronavirus', 'via']",2020-02-10,0.5
1441055,1246918814865838080,Seriously @Honda - a 1-yr 3-mos old #HondaCivicSi '19 with 12K-mi would simply die just by sitting in the garage due to #COVID19 #stayAtHome? Seriously!?! This is the quality of Japanese cars now? @HondaCustSvc,"['seriously', '1yr', '3mos', 'old', 'hondacivicsi', '19', '12kmi', 'would', 'simply', 'die', 'sitting', 'garage', 'due', 'covid19', 'stayathome', 'seriously', 'quality', 'japanese', 'cars']",2020-04-05,-0.146527777777777
