,Date,Smoothed Positive,Smoothed Negative,Smoothed Total,Percentage Positive,Percentage Negative,Average Sentiment,Smoothed Cases,Smoothed New Cases,Cases Ratio,Smoothed Deaths,Smoothed New Deaths,Mobility,Google Trends
57,Mar 22 2020,867.6,460.4,2068.4,0.419454650937923,0.22258750725198218,0.05054442050235832,347528.0,35720.8,1.0799417110585732,15040.4,1813.8,59.05492749581707,36
58,Mar 23 2020,931.0,485.2,2220.4,0.4192938209331652,0.21851918573230047,0.0640528075388408,387490.4,39962.4,1.1187431412510358,17114.0,2073.6,64.24523982152816,34
59,Mar 24 2020,951.0,485.6,2291.2,0.41506634078212296,0.21194134078212293,0.06342232036516135,433589.2,46098.8,1.1535543410806157,19447.8,2333.8,63.48145008365868,31
60,Mar 25 2020,1032.2,498.2,2410.2,0.4282632146709817,0.20670483777279894,0.08215410617111996,485885.4,52296.2,1.1344373389329006,22145.6,2697.8,64.11482989403235,27
61,Mar 26 2020,1114.0,512.8,2537.6,0.4389974779319042,0.20208070617906682,0.0661446253084063,543270.2,57384.8,1.097303436961003,25195.8,3050.2,65.25846346904629,26
62,Mar 27 2020,1204.2,530.6,2696.0,0.44666172106824925,0.19681008902077152,0.09052636618389681,604342.6,61072.4,1.06426091926782,28486.6,3290.8,69.96724205242612,28
63,Mar 28 2020,1264.6,563.6,2853.0,0.4432527164388363,0.19754644234139504,0.0761064116506202,668179.4,63836.8,1.0452643092460752,32054.8,3568.2,61.78718906860011,27
64,Mar 29 2020,1373.4,623.8,3107.4,0.44197721567870246,0.20074660487867668,0.07813907318636582,734707.4,66528.0,1.0421575016291542,35990.4,3935.6,53.197847183491355,30
65,Mar 30 2020,1506.0,693.2,3456.2,0.4357386725305249,0.20056709681152712,0.06545679060922195,803599.6,68892.2,1.0355369167869168,40333.2,4342.8,60.49800892359175,31
66,Mar 31 2020,1634.2,758.2,3788.4,0.4313694435645655,0.20013726111287086,0.07004304915757621,875250.4,71650.8,1.040042268936106,45201.2,4868.0,60.377838817624095,39
67,Apr 01 2020,1940.0,912.4,4578.4,0.42372881355932207,0.19928359252140487,0.07405776886093418,951616.6,76366.2,1.0658108492857021,50571.6,5370.4,61.89360290016732,45
68,Apr 02 2020,2408.4,1074.6,5632.2,0.4276126558005753,0.19079578139980824,0.08088670010145341,1031130.2,79513.6,1.0412145687490015,56277.4,5705.8,62.44883993307307,58
69,Apr 03 2020,2763.8,1140.6,6149.6,0.44942760504748275,0.18547547807987508,0.06797147952570878,1109704.2,78574.0,0.9881831535737282,62018.6,5741.2,66.2353123257111,92
70,Apr 04 2020,2867.6,1166.4,6355.0,0.45123524783634933,0.18354051927616052,0.08500752666313466,1187568.4,77864.2,0.9909664774607376,67815.4,5796.8,58.86787785833798,100
71,Apr 05 2020,2926.4,1180.8,6487.2,0.45110371192502163,0.18201997780244172,0.10875656060343844,1264527.0,76958.6,0.9883694945815922,73931.6,6116.2,51.23443390964863,66
72,Apr 06 2020,2790.0,1099.4,6081.0,0.45880611741489885,0.18079263279065944,0.08364602209058213,1341609.8,77082.8,1.0016138547218894,80197.8,6266.2,61.0577300613497,57
73,Apr 07 2020,2421.6,963.0,5179.6,0.4675264499189126,0.18592169279481038,0.07876952093136955,1419942.4,78332.6,1.0162137338031312,86821.6,6623.8,62.72799498047964,48
74,Apr 08 2020,2180.0,941.6,4871.8,0.44747321318609135,0.19327558602569891,0.0875456816327165,1501463.0,81520.6,1.0406982533453504,93895.6,7074.0,64.01011991076408,44
75,Apr 09 2020,2091.2,913.0,4656.0,0.44914089347079034,0.19609106529209622,0.08471640248936382,1583793.2,82330.2,1.0099312321057499,101017.0,7121.4,64.50185164528722,42
76,Apr 10 2020,1971.8,854.2,4349.2,0.4533707348477881,0.19640393635611147,0.07947082416771492,1670105.2,86312.0,1.048363783884893,107704.2,6687.2,68.67620747350809,41
77,Apr 11 2020,1887.0,804.0,4138.6,0.4559512878751268,0.19426859324409218,0.08494561107151552,1753581.0,83475.8,0.9671401427379739,114193.8,6489.6,61.94583379810374,40
78,Apr 12 2020,1911.2,818.8,4188.0,0.4563514804202483,0.19551098376313275,0.08587604218824242,1833717.2,80136.2,0.9599931956327462,120537.4,6343.6,43.601793084216396,32
79,Apr 13 2020,1985.8,792.8,4215.6,0.4710598728532118,0.1880633836227346,0.09188692873740226,1912487.6,78770.4,0.9829565165306066,127089.0,6551.6,60.70288901282766,34
80,Apr 14 2020,2051.0,798.4,4312.4,0.4756052314256563,0.1851405249976811,0.08352060373986243,1995256.4,82768.8,1.0507601840285183,133883.4,6794.4,65.05501952035694,36
81,Apr 15 2020,2146.2,832.0,4487.4,0.4782724963230378,0.18540803137674378,0.08988824978553818,2076213.6,80957.2,0.9781125254926977,141309.8,7426.4,68.22344394868935,41
82,Apr 16 2020,2223.0,879.6,4667.8,0.47624148421097734,0.18843995029778482,0.08738697942308898,2157957.6,81744.0,1.0097187155682261,148881.0,7571.2,70.05109313998885,49
83,Apr 17 2020,2260.6,899.0,4782.2,0.4727113044205596,0.1879887917694785,0.08849957062176968,2241821.2,83863.6,1.0259297318457625,155986.4,7105.4,75.8318878973787,50
84,Apr 18 2020,2166.8,906.2,4693.0,0.4617089281909227,0.19309610057532497,0.08088962434482559,2324186.8,82365.6,0.9821376616315064,162518.0,6531.6,71.51504740658115,48
85,Apr 19 2020,2170.0,898.6,4719.8,0.45976524429001225,0.19038942328064748,0.07715345615120879,2402260.0,78073.2,0.9478860106646463,169024.4,6506.4,59.401201896263245,40
86,Apr 20 2020,2173.6,892.6,4767.2,0.4559489847289814,0.18723779157576775,0.07724079811677843,2478149.6,75889.6,0.9720313756833332,175103.6,6079.2,70.92477691020635,36
87,Apr 21 2020,2303.2,929.8,5017.2,0.45906083074224663,0.18532249063222514,0.09639892156594333,2557136.2,78986.6,1.0408092808500768,181258.6,6155.0,71.7757585052984,36
88,Apr 22 2020,2265.0,902.4,4920.2,0.46034714036014796,0.18340717856997682,0.09258640484018514,2637405.8,80269.6,1.0162432615152444,187834.4,6575.8,72.86317902955939,37
89,Apr 23 2020,2261.6,892.2,4931.8,0.45857496248834095,0.18090757938278113,0.09091952394851589,2719831.8,82426.0,1.0268644667470623,194437.2,6602.8,73.53569157836029,41
90,Apr 24 2020,2256.2,905.8,4925.8,0.4580372731332981,0.1838889114458565,0.08901225483525593,2801797.2,81965.4,0.994411957392085,200385.2,5948.0,83.04782208588956,38
91,Apr 25 2020,2308.8,932.4,4992.8,0.4624258932863323,0.18674891844255728,0.08014681349874553,2882142.2,80345.0,0.9802306827027014,205912.0,5526.8,78.36470161740101,37
92,Apr 26 2020,2420.0,1105.8,5505.4,0.43956842372942934,0.2008573400661169,0.08999080451790804,2959744.4,77602.2,0.9658622191797871,211361.4,5449.4,66.6395398773006,34
93,Apr 27 2020,2782.4,1407.8,6564.8,0.423836217401901,0.2144467462832074,0.09169365443470147,3035367.8,75623.4,0.9745007229176492,216829.6,5468.2,75.72440881204685,35
94,Apr 28 2020,2961.6,1529.0,7014.8,0.4221930774932999,0.2179677253806238,0.049063900415895395,3110903.2,75535.4,0.9988363390167594,222374.6,5545.0,77.12466815393194,42
95,Apr 29 2020,3038.2,1565.8,7201.0,0.42191362310790165,0.21744202194139703,0.041421523013159246,3189258.8,78355.6,1.037336136434043,228178.4,5803.8,78.18877579475739,41
96,Apr 30 2020,2988.6,1613.0,7154.4,0.4177289500167729,0.22545566364754557,0.06864221766505872,3269991.0,80732.2,1.0303309527334357,234117.4,5939.0,83.45174288901283,43
97,May 01 2020,2863.2,1491.0,6660.0,0.4299099099099099,0.22387387387387386,0.07643907196402813,3351190.6,81199.6,1.0057895114960327,239454.4,5337.0,94.91405744562186,48
98,May 02 2020,2777.2,1358.2,6273.2,0.4427086654339093,0.21650832111203214,0.06741813139343855,3432196.4,81005.8,0.9976132887354124,244263.4,4809.0,92.44659230340211,41
99,May 03 2020,2801.8,1374.4,6359.4,0.44057615498317454,0.21612101770607292,0.06871203937019328,3512463.8,80267.4,0.9908846033247001,249054.2,4790.8,78.66387618516454,38
100,May 04 2020,2751.8,1397.2,6323.8,0.43514975173155385,0.22094310382997565,0.06354318418073882,3593326.0,80862.2,1.0074102313018736,254143.4,5089.2,85.16363636363636,37
101,May 05 2020,2656.6,1340.4,6135.2,0.43300951884209155,0.21847698526535406,0.059344449752030876,3675888.0,82562.0,1.0210209467464402,259249.4,5106.0,85.63278304517567,37
102,May 06 2020,2500.2,1240.8,5716.6,0.43735787006262455,0.21705209390196967,0.060769447344012746,3761226.2,85338.2,1.033625638913786,264778.4,5529.0,88.91844116006692,36
103,May 07 2020,2173.0,1080.6,4902.4,0.4432522845953003,0.2204226501305483,0.0613220348232783,3848076.0,86849.8,1.017713052302486,270334.8,5556.4,93.82040156162856,34
104,May 08 2020,2008.4,1013.6,4426.6,0.4537116522839199,0.22897935209867618,0.08094396338218454,3934177.2,86101.2,0.9913805213138084,275430.2,5095.4,103.1731372002231,35
105,May 09 2020,2312.8,1147.4,5016.4,0.46104776333625713,0.2287297663663185,0.07506864563502502,4017522.2,83345.0,0.9679888317468281,279886.4,4456.2,101.69872002230898,37
106,May 10 2020,2597.2,1284.0,5632.4,0.46111781833676585,0.22796676372416733,0.05586263176750211,4099769.8,82247.6,0.9868330433739277,284370.2,4483.8,80.27827105409928,31
107,May 11 2020,2803.4,1427.6,6184.6,0.4532871972318339,0.23083141997865664,0.06312778953790094,4180664.4,80894.6,0.9835496719661121,288786.0,4415.8,,42
108,May 12 2020,3223.0,1633.6,7152.0,0.45064317673378074,0.22841163310961968,0.0625002817201489,4264253.0,83588.6,1.0333025937454416,293402.4,4616.4,,40
109,May 13 2020,3516.0,1772.0,7846.4,0.4481035889070147,0.22583605220228387,0.060344330071600484,4351862.2,87609.2,1.048099860507294,298348.6,4946.2,98.00250697155604,40
110,May 14 2020,3417.4,1771.8,7640.4,0.4472802471074813,0.23189885346316946,0.07011871635838154,4442585.8,90723.6,1.0355487779822212,303434.4,5085.8,103.18351366424986,38
111,May 15 2020,4550.6,2250.8,10638.0,0.4277683775145704,0.21158112427147963,0.06563584050488883,4532291.4,89705.6,0.9887791048856086,308076.6,4642.2,117.93519241494701,37
112,May 16 2020,4933.75,2413.0,11597.75,0.4254057899161475,0.20805759737880192,0.06228235335248085,4579271.5,90944.0,1.0138051582063996,310496.0,4495.75,114.98875627440046,34
113,May 17 2020,5302.333333333333,2592.6666666666665,12621.333333333334,0.4201088104796112,0.20541939573209378,0.04083511219862851,4625203.333333333,88890.33333333333,0.9774183380248651,312772.3333333333,4238.333333333333,96.44832682654767,32
