,Date,Smoothed Positive,Smoothed Negative,Smoothed Total,Percentage Positive,Percentage Negative,Average Sentiment,Smoothed Cases,Smoothed New Cases,Cases Ratio,Smoothed Deaths,Smoothed New Deaths,Mobility,Google Trends
71,Apr 07 2020,3819.6,1066.0,5469.6,0.6983326020184291,0.19489542196869972,0.10005683215145965,1419942.4,78332.6,1.0162137338031312,86821.6,6623.8,62.72799498047964,55
72,Apr 08 2020,3975.6,1076.4,5626.2,0.7066225871814014,0.19131918524048205,0.09875374996863624,1501463.0,81520.6,1.0406982533453504,93895.6,7074.0,64.01011991076408,56
73,Apr 09 2020,3880.6,1053.8,5490.4,0.7067973189567245,0.19193501384234302,0.10688078252417445,1583793.2,82330.2,1.0099312321057499,101017.0,7121.4,64.50185164528722,61
74,Apr 10 2020,3922.2,1039.0,5483.2,0.715312226437117,0.1894878902830464,0.1302860435617975,1670105.2,86312.0,1.048363783884893,107704.2,6687.2,68.67620747350809,55
75,Apr 11 2020,3916.8,1045.2,5476.8,0.715162138475022,0.1908413672217353,0.12105820861222903,1753581.0,83475.8,0.9671401427379739,114193.8,6489.6,61.94583379810374,53
76,Apr 12 2020,4075.4,1048.0,5639.6,0.7226399035392581,0.18582878218313353,0.13790011907913388,1833717.2,80136.2,0.9599931956327462,120537.4,6343.6,43.601793084216396,50
77,Apr 13 2020,4045.2,1018.0,5563.4,0.7271093216378474,0.18298162993852682,0.08950945871592286,1912487.6,78770.4,0.9829565165306066,127089.0,6551.6,60.70288901282766,55
78,Apr 14 2020,4160.4,1052.6,5706.8,0.7290250227798415,0.1844466250788533,0.08942397481009044,1995256.4,82768.8,1.0507601840285183,133883.4,6794.4,65.05501952035694,60
79,Apr 15 2020,4117.0,1115.0,5746.0,0.7164984336930038,0.19404803341454926,0.09226766073517163,2076213.6,80957.2,0.9781125254926977,141309.8,7426.4,68.22344394868935,92
80,Apr 16 2020,4028.6,1132.8,5650.8,0.712925603454378,0.20046719048630282,0.08825303950646263,2157957.6,81744.0,1.0097187155682261,148881.0,7571.2,70.05109313998885,61
81,Apr 17 2020,3896.6,1156.2,5543.2,0.7029513638331649,0.20857988165680474,0.07888515548382495,2241821.2,83863.6,1.0259297318457625,155986.4,7105.4,75.8318878973787,51
82,Apr 18 2020,3796.4,1215.6,5506.6,0.6894272327752151,0.22075327788472013,0.06857686434404588,2324186.8,82365.6,0.9821376616315064,162518.0,6531.6,71.51504740658115,42
83,Apr 19 2020,3659.6,1192.6,5338.4,0.6855237524351866,0.22340026974374344,0.0736278734899616,2402260.0,78073.2,0.9478860106646463,169024.4,6506.4,59.401201896263245,44
84,Apr 20 2020,3628.6,1186.2,5293.0,0.6855469488003023,0.2241073115435481,0.07735527242127953,2478149.6,75889.6,0.9720313756833332,175103.6,6079.2,70.92477691020635,44
85,Apr 21 2020,3704.4,1161.4,5360.0,0.6911194029850747,0.21667910447761196,0.08346078472680026,2557136.2,78986.6,1.0408092808500768,181258.6,6155.0,71.7757585052984,44
86,Apr 22 2020,3606.0,1102.2,5170.0,0.6974854932301741,0.21319148936170212,0.0805085367236703,2637405.8,80269.6,1.0162432615152444,187834.4,6575.8,72.86317902955939,54
87,Apr 23 2020,3458.2,1014.2,4929.0,0.7016027591803611,0.2057618178129438,0.08945310814208288,2719831.8,82426.0,1.0268644667470623,194437.2,6602.8,73.53569157836029,46
88,Apr 24 2020,3466.0,1055.6,4979.6,0.6960398425576351,0.21198489838541246,0.085668593589132,2801797.2,81965.4,0.994411957392085,200385.2,5948.0,83.04782208588956,40
89,Apr 25 2020,3530.2,1039.6,5024.2,0.7026392261454559,0.2069185143903507,0.08439988705811576,2882142.2,80345.0,0.9802306827027014,205912.0,5526.8,78.36470161740101,35
90,Apr 26 2020,3494.0,1037.4,4992.6,0.6998357569202419,0.20778752553779595,0.07036915262138468,2959744.4,77602.2,0.9658622191797871,211361.4,5449.4,66.6395398773006,37
91,Apr 27 2020,3704.2,1120.6,5317.6,0.6965924477207762,0.21073416578907775,0.07918738478148862,3035367.8,75623.4,0.9745007229176492,216829.6,5468.2,75.72440881204685,40
92,Apr 28 2020,3868.0,1190.0,5568.0,0.694683908045977,0.2137212643678161,0.07825502767343923,3110903.2,75535.4,0.9988363390167594,222374.6,5545.0,77.12466815393194,40
93,Apr 29 2020,3803.4,1122.2,5425.2,0.7010617120106172,0.2068495170684952,0.06947834846713569,3189258.8,78355.6,1.037336136434043,228178.4,5803.8,78.18877579475739,38
94,Apr 30 2020,3502.8,1049.2,5027.6,0.6967141379584693,0.2086880420081152,0.0694964160180534,3269991.0,80732.2,1.0303309527334357,234117.4,5939.0,83.45174288901283,40
95,May 01 2020,3428.4,1078.2,4968.6,0.6900132834198768,0.21700277744233787,0.08467669202241301,3351190.6,81199.6,1.0057895114960327,239454.4,5337.0,94.91405744562186,39
96,May 02 2020,3502.4,1124.2,5107.6,0.6857232359620957,0.22010337536220534,0.07637639938160216,3432196.4,81005.8,0.9976132887354124,244263.4,4809.0,92.44659230340211,34
97,May 03 2020,3491.8,1153.0,5130.2,0.6806362325055554,0.22474757319402752,0.06983801150325938,3512463.8,80267.4,0.9908846033247001,249054.2,4790.8,78.66387618516454,34
98,May 04 2020,3410.2,1159.8,5056.8,0.6743790539471602,0.22935453251067867,0.067995625469765,3593326.0,80862.2,1.0074102313018736,254143.4,5089.2,85.16363636363636,39
99,May 05 2020,3321.2,1120.4,4909.8,0.6764430323027414,0.22819666788871237,0.07120467413277082,3675888.0,82562.0,1.0210209467464402,259249.4,5106.0,85.63278304517567,38
100,May 06 2020,3097.8,1012.2,4544.2,0.6817041503454955,0.22274547775185954,0.06757485590542278,3761226.2,85338.2,1.033625638913786,264778.4,5529.0,88.91844116006692,38
101,May 07 2020,2625.8,875.4,3870.4,0.6784311699049195,0.22617817279867714,0.08712518745320443,3848076.0,86849.8,1.017713052302486,270334.8,5556.4,93.82040156162856,36
102,May 08 2020,2468.4,819.0,3607.0,0.6843360133074577,0.22705849736623232,0.09025416079440905,3934177.2,86101.2,0.9913805213138084,275430.2,5095.4,103.1731372002231,36
103,May 09 2020,2688.4,881.8,3898.0,0.6896870189840945,0.22621857362750128,0.06131734123996029,4017522.2,83345.0,0.9679888317468281,279886.4,4456.2,101.69872002230898,34
104,May 10 2020,2951.2,956.2,4261.6,0.6925098554533508,0.22437582128777922,0.07164831507158848,4099769.8,82247.6,0.9868330433739277,284370.2,4483.8,80.27827105409928,33
105,May 11 2020,3150.4,1075.6,4601.6,0.6846314325452016,0.2337447844228094,0.0707070729903065,4180664.4,80894.6,0.9835496719661121,288786.0,4415.8,,37
106,May 12 2020,3379.8,1118.6,4906.6,0.6888272938491012,0.22797864101414417,0.07903280772082444,4264253.0,83588.6,1.0333025937454416,293402.4,4616.4,,36
107,May 13 2020,3502.6,1136.6,5066.8,0.6912844398831609,0.2243230441304176,0.06663768613165562,4351862.2,87609.2,1.048099860507294,298348.6,4946.2,98.00250697155604,37
108,May 14 2020,3406.2,1110.6,4946.2,0.6886498726294933,0.22453600744005497,0.07971483532850014,4442585.8,90723.6,1.0355487779822212,303434.4,5085.8,103.18351366424986,34
109,May 15 2020,4954.0,1479.0,6889.2,0.7190965569296871,0.21468385298728446,0.08405038302574419,4532291.4,89705.6,0.9887791048856086,308076.6,4642.2,117.93519241494701,35
110,May 16 2020,5368.0,1533.75,7374.75,0.7278890809857961,0.2079731516322587,0.08264490136816288,4579271.5,90944.0,1.0138051582063996,310496.0,4495.75,114.98875627440046,33
111,May 17 2020,6044.666666666667,1687.3333333333333,8216.0,0.7357189224277833,0.20537163258682245,0.07194419892392007,4625203.333333333,88890.33333333333,0.9774183380248651,312772.3333333333,4238.333333333333,96.44832682654767,31
